tweet_id,created_at,created_at_et,text,tweet_type,counts_for_resolution,in_reply_to_user_id,conversation_id,is_self_reply,like_count,reply_count,retweet_count,quote_count,impression_count,bookmark_count,source,lang
2020739132469780886,2026-02-09T05:58:47.000Z,2026-02-09T00:58:47-05:00,@AdamLowisz Yes,reply,False,17050482,2020735709414334809,False,2768,207,99,6,62499,24,,und
2020736512212484364,2026-02-09T05:48:22.000Z,2026-02-09T00:48:22-05:00,@GlobeEyeNews Uhh … that’s super weird,reply,False,1683054351647121408,2020712046967603386,False,39798,1663,1359,116,2606480,734,,en
2020736325708636522,2026-02-09T05:47:38.000Z,2026-02-09T00:47:38-05:00,@JessePeltan For sure,reply,False,1123808797556920325,2020692297936158802,False,1689,200,73,3,79768,20,,en
2020735207339438082,2026-02-09T05:43:11.000Z,2026-02-09T00:43:11-05:00,@Cernovich 💯,reply,False,358545917,2020644166544630000,False,4583,188,111,10,149304,44,,qme
2020734776185872672,2026-02-09T05:41:28.000Z,2026-02-09T00:41:28-05:00,"@WR4NYGov True. I love NASA, but they will only be ~5% of SpaceX revenue this year. 

Vast majority of SpaceX revenue is the commercial Starlink system.",reply,False,108365454,2020701390138737086,False,9104,266,444,57,292351,146,,en
2020734267895009628,2026-02-09T05:39:27.000Z,2026-02-09T00:39:27-05:00,@EithanDHaimMD ❤️,reply,False,1745142427000659968,2020659104881299826,False,4198,201,122,8,86583,42,,qme
2020734141579292987,2026-02-09T05:38:57.000Z,2026-02-09T00:38:57-05:00,@DavidSHolz @tszzl Yeah,reply,False,535358285,2020725534792261785,False,513,47,22,5,14363,25,,en
2020734004123627737,2026-02-09T05:38:24.000Z,2026-02-09T00:38:24-05:00,This is a good sign https://t.co/B5rTRpFoKA,quote,True,,2020734004123627737,False,18878,2131,2648,75,4089632,627,,en
2020733200130068667,2026-02-09T05:35:12.000Z,2026-02-09T00:35:12-05:00,Wow https://t.co/EswK9zfu3n,quote,True,,2020733200130068667,False,77704,3579,13427,317,8030174,3599,,qst
2020731647029608484,2026-02-09T05:29:02.000Z,2026-02-09T00:29:02-05:00,"RT @BasedMikeLee: Fetterman’s right   

Who agrees?",retweet,True,,2020731647029608484,False,0,0,2389,0,3,0,,en
