date,eligible_count,dow,is_weekend,day_of_month,month,pct_retweet,pct_quote,pct_original,total_tweets_incl_replies,reply_count_today,reply_rate,peak_hour_count,active_hours,posting_concentration,mean_gap_min,median_gap_min,max_gap_min,pct_gaps_under_5min,first_tweet_hour,last_tweet_hour,posting_span_hours,late_night_tweets,late_night_pct,flurry_hours,max_hourly_count,has_flurry,mean_impressions,mean_likes,eligible_count_lag1,reply_rate_lag1,eligible_count_lag2,reply_rate_lag2,eligible_count_lag3,reply_rate_lag3,eligible_count_lag7,reply_rate_lag7,eligible_rolling_3d_mean,eligible_rolling_3d_std,eligible_rolling_7d_mean,eligible_rolling_7d_std,eligible_rolling_14d_mean,eligible_rolling_14d_std,trend_3d_vs_14d,daily_change,daily_change_pct
2026-02-05,22,3,0,5,2,0.7727,0.1818,0.0455,33,11,0.3333,6,8,0.2727,61.66,8.83,644.85,0.3333,0,22,22,14,0.6364,2,6,1,9937002.0,37845.0,41.0,0.5495,58.0,0.4082,33.0,0.5875,96.0,0.4182,40.33,18.01,42.29,12.5,50.21,19.31,-9.88,-19.0,-0.4634
2026-02-06,28,4,0,6,2,0.6429,0.3214,0.0357,49,21,0.4286,9,8,0.3214,44.15,3.18,415.27,0.5926,0,20,20,3,0.1071,3,9,1,9552496.0,35411.0,22.0,0.3333,41.0,0.5495,58.0,0.4082,56.0,0.44,30.33,9.71,38.29,11.84,46.43,17.96,-16.1,6.0,0.2727
2026-02-07,17,5,1,7,2,0.7647,0.2353,0.0,44,27,0.6136,5,8,0.2941,73.46,18.96,561.43,0.375,4,23,19,3,0.1765,1,5,1,5250205.0,15464.0,28.0,0.4286,22.0,0.3333,41.0,0.5495,44.0,0.5464,22.33,5.51,34.43,13.89,44.57,19.61,-22.24,-11.0,-0.3929
2026-02-08,61,6,1,8,2,0.5738,0.3443,0.082,122,61,0.5,11,11,0.1803,23.31,3.31,473.85,0.65,0,23,23,2,0.0328,6,11,1,8815537.0,51396.0,17.0,0.6136,28.0,0.4286,22.0,0.3333,42.0,0.6,35.33,22.9,37.14,17.1,44.64,19.67,-9.31,44.0,2.5882
2026-02-09,76,0,0,9,2,0.5526,0.3947,0.0526,134,58,0.4328,24,13,0.3158,15.77,1.9,341.28,0.6667,1,21,20,5,0.0658,2,24,1,7407953.0,45102.0,61.0,0.5,17.0,0.6136,28.0,0.4286,33.0,0.5875,51.33,30.66,43.29,22.3,46.5,21.37,4.83,15.0,0.2459
2026-02-10,36,1,0,10,2,0.6111,0.3611,0.0278,54,18,0.3333,15,7,0.4167,16.22,2.25,146.68,0.6571,13,23,10,0,0.0,3,15,1,9130272.0,58829.0,76.0,0.4328,61.0,0.5,17.0,0.6136,58.0,0.4082,57.67,20.21,40.14,21.41,46.43,21.41,11.24,-40.0,-0.5263
2026-02-11,45,2,0,11,2,0.7556,0.2444,0.0,73,28,0.3836,17,10,0.3778,24.89,2.26,329.28,0.6818,3,21,18,2,0.0444,4,17,1,6106368.0,28978.0,36.0,0.3333,76.0,0.4328,61.0,0.5,41.0,0.5495,52.33,20.98,40.71,21.49,46.79,21.33,5.54,9.0,0.25
2026-02-12,39,3,0,12,2,0.6923,0.2308,0.0769,80,41,0.5125,11,9,0.2821,31.78,3.62,534.73,0.6053,0,20,20,11,0.2821,3,11,1,9050671.0,30908.0,45.0,0.3836,36.0,0.3333,76.0,0.4328,22.0,0.3333,40.0,4.58,43.14,19.93,42.71,15.99,-2.71,-6.0,-0.1333
2026-02-13,17,4,0,13,2,0.6471,0.3529,0.0,45,28,0.6222,4,8,0.2353,79.66,15.58,534.25,0.3125,2,23,21,1,0.0588,0,4,0,16419642.0,43300.0,39.0,0.5125,45.0,0.3836,36.0,0.3333,28.0,0.4286,33.67,14.74,41.57,21.68,39.93,16.87,-6.26,-22.0,-0.5641
2026-02-14,30,5,1,14,2,0.5,0.4,0.1,94,64,0.6809,9,9,0.3,48.79,3.0,454.95,0.5517,0,23,23,1,0.0333,3,9,1,17054582.0,112379.0,17.0,0.6222,39.0,0.5125,45.0,0.3836,17.0,0.6136,28.67,11.06,43.43,19.69,38.93,17.02,-10.26,13.0,0.7647
2026-02-15,43,6,1,15,2,0.6512,0.3256,0.0233,110,67,0.6091,7,12,0.1628,31.91,5.48,334.67,0.5,1,23,22,6,0.1395,3,7,1,9176263.0,38045.0,30.0,0.6809,17.0,0.6222,39.0,0.5125,61.0,0.5,30.0,13.0,40.86,18.12,39.0,17.04,-9.0,13.0,0.4333
2026-02-16,30,0,0,16,2,0.5667,0.4333,0.0,82,52,0.6341,5,11,0.1667,30.47,12.5,311.17,0.3448,7,21,14,0,0.0,1,5,1,14614088.0,53528.0,43.0,0.6091,30.0,0.6809,17.0,0.6222,76.0,0.4328,34.33,7.51,34.29,9.59,38.79,17.14,-4.46,-13.0,-0.3023
2026-02-17,75,1,0,17,2,0.6,0.3467,0.0533,136,61,0.4485,13,13,0.1733,18.62,3.14,312.72,0.5946,0,23,23,5,0.0667,5,13,1,8431603.0,46354.0,30.0,0.6341,43.0,0.6091,30.0,0.6809,36.0,0.3333,49.33,23.16,39.86,18.21,40.0,19.09,9.33,45.0,1.5
2026-02-18,27,2,0,18,2,0.6667,0.2963,0.037,50,23,0.46,7,9,0.2593,40.0,6.61,364.13,0.3846,2,19,17,1,0.037,2,7,1,5323334.0,21375.0,75.0,0.4485,30.0,0.6341,43.0,0.6091,45.0,0.3836,44.0,26.89,37.29,18.63,39.0,19.4,5.0,-48.0,-0.64
2026-02-19,41,3,0,19,2,0.5366,0.4146,0.0488,85,44,0.5176,10,11,0.2439,24.83,3.7,404.42,0.575,2,19,17,4,0.0976,4,10,1,9634799.0,37925.0,27.0,0.46,75.0,0.4485,30.0,0.6341,39.0,0.5125,47.67,24.68,37.57,18.67,40.36,18.78,7.31,14.0,0.5185
2026-02-20,77,4,0,20,2,0.6753,0.2987,0.026,114,37,0.3246,16,12,0.2078,12.88,2.08,212.78,0.6974,5,22,17,0,0.0,5,16,1,8764461.0,42593.0,41.0,0.5176,27.0,0.46,75.0,0.4485,17.0,0.6222,48.33,25.79,46.14,21.25,43.86,20.76,4.47,36.0,0.878
2026-02-21,54,5,1,21,2,0.5185,0.4444,0.037,94,40,0.4255,9,11,0.1667,21.05,3.58,329.47,0.5283,5,23,18,0,0.0,5,9,1,9767906.0,48802.0,77.0,0.3246,41.0,0.5176,27.0,0.46,30.0,0.6809,57.33,18.23,49.57,20.12,46.5,19.39,10.83,-23.0,-0.2987
2026-02-22,30,6,1,22,2,0.4667,0.4333,0.1,78,48,0.6154,12,9,0.4,36.44,4.63,284.9,0.5517,1,19,18,2,0.0667,2,12,1,12768172.0,69758.0,54.0,0.4255,77.0,0.3246,41.0,0.5176,43.0,0.6091,53.67,23.5,47.71,21.38,44.29,19.37,9.38,-24.0,-0.4444
2026-02-23,40,0,0,23,2,0.6,0.375,0.025,80,40,0.5,10,13,0.25,34.46,6.72,475.03,0.4359,1,23,22,5,0.125,3,10,1,15685775.0,66856.0,30.0,0.6154,54.0,0.4255,77.0,0.3246,30.0,0.6341,41.33,12.06,49.14,20.31,41.71,17.09,-0.38,10.0,0.3333
2026-02-24,41,1,0,24,2,0.6098,0.3659,0.0244,71,30,0.4225,9,8,0.2195,29.47,4.95,529.57,0.5,0,19,19,17,0.4146,6,9,1,11513662.0,59570.0,40.0,0.5,30.0,0.6154,54.0,0.4255,75.0,0.4485,37.0,6.08,44.29,16.87,42.07,17.02,-5.07,1.0,0.025
2026-02-25,40,2,0,25,2,0.5,0.45,0.05,68,28,0.4118,14,10,0.35,30.42,2.73,412.72,0.5897,2,22,20,1,0.025,3,14,1,13404442.0,58395.0,41.0,0.4225,40.0,0.5,30.0,0.6154,27.0,0.46,40.33,0.58,46.14,15.29,41.71,17.0,-1.38,-1.0,-0.0244
2026-02-26,51,3,0,26,2,0.5686,0.4314,0.0,71,20,0.2817,10,9,0.1961,26.5,3.13,390.77,0.6,0,22,22,18,0.3529,6,10,1,12557186.0,56389.0,40.0,0.4118,41.0,0.4225,40.0,0.5,41.0,0.5176,44.0,6.08,47.57,15.2,42.57,17.16,1.43,11.0,0.275
2026-02-27,28,4,0,27,2,0.7143,0.2857,0.0,45,17,0.3778,11,8,0.3929,46.8,4.03,401.65,0.5185,1,22,21,1,0.0357,2,11,1,10290222.0,46429.0,51.0,0.2817,40.0,0.4118,41.0,0.4225,77.0,0.3246,39.67,11.5,40.57,9.66,43.36,16.12,-3.69,-23.0,-0.451
2026-02-28,12,5,1,28,2,0.5,0.4167,0.0833,22,10,0.4545,2,8,0.1667,123.73,49.47,634.72,0.1818,0,23,23,2,0.1667,0,2,0,25997596.0,63985.0,28.0,0.3778,51.0,0.2817,40.0,0.4118,54.0,0.4255,30.33,19.6,34.57,12.54,42.07,17.89,-11.74,-16.0,-0.5714
2026-03-01,32,6,1,1,3,0.4375,0.5,0.0625,60,28,0.4667,8,13,0.25,43.13,10.85,298.07,0.3871,0,22,22,8,0.25,1,8,1,31482729.0,98788.0,12.0,0.4545,28.0,0.3778,51.0,0.2817,30.0,0.6154,24.0,10.58,34.86,12.44,41.29,18.08,-17.29,20.0,1.6667
2026-03-02,26,0,0,2,3,0.4615,0.3846,0.1538,66,40,0.6061,6,11,0.2308,43.99,15.22,331.72,0.16,0,19,19,3,0.1154,2,6,1,21636527.0,95666.0,32.0,0.4667,12.0,0.4545,28.0,0.3778,40.0,0.5,23.33,10.26,32.86,12.6,41.0,18.31,-17.67,-6.0,-0.1875
2026-03-03,14,1,0,3,3,0.6429,0.3571,0.0,36,22,0.6111,9,5,0.6429,69.86,8.83,575.42,0.3077,4,19,15,1,0.0714,1,9,1,22477237.0,62599.0,26.0,0.6061,32.0,0.4667,12.0,0.4545,41.0,0.4225,24.0,9.17,29.0,13.77,36.64,16.79,-12.64,-12.0,-0.4615
2026-03-04,32,2,0,4,3,0.6562,0.2812,0.0625,45,13,0.2889,7,9,0.2188,27.62,5.28,207.63,0.4839,8,22,14,0,0.0,2,7,1,10187099.0,29027.0,14.0,0.6111,26.0,0.6061,32.0,0.4667,40.0,0.4118,24.0,9.17,27.86,13.02,37.0,16.62,-13.0,18.0,1.2857
2026-03-05,57,3,0,5,3,0.6667,0.2632,0.0702,97,40,0.4124,12,13,0.2105,23.72,2.93,339.58,0.6071,0,22,22,10,0.1754,5,12,1,8189466.0,24421.0,32.0,0.2889,14.0,0.6111,26.0,0.6061,51.0,0.2817,34.33,21.59,28.71,14.86,38.14,17.44,-3.81,25.0,0.7812
2026-03-06,35,4,0,6,3,0.5143,0.4571,0.0286,55,20,0.3636,11,10,0.3143,32.83,6.58,305.12,0.3824,5,23,18,0,0.0,2,11,1,12899686.0,47599.0,57.0,0.4124,32.0,0.2889,14.0,0.6111,28.0,0.3778,41.33,13.65,29.71,15.04,35.14,13.39,6.19,-22.0,-0.386
2026-03-07,59,5,1,7,3,0.6102,0.322,0.0678,78,19,0.2436,18,11,0.3051,19.85,2.23,422.72,0.7414,1,21,20,3,0.0508,4,18,1,8837790.0,30947.0,35.0,0.3636,57.0,0.4124,32.0,0.2889,12.0,0.4545,50.33,13.32,36.43,16.26,35.5,13.98,14.83,24.0,0.6857
2026-03-08,59,6,1,8,3,0.5085,0.4407,0.0508,96,37,0.3854,23,13,0.3898,24.14,2.56,504.9,0.6897,0,23,23,11,0.1864,4,23,1,13350484.0,51794.0,59.0,0.2436,35.0,0.3636,57.0,0.4124,32.0,0.4667,51.0,13.86,40.29,18.13,37.57,15.2,13.43,0.0,0.0
2026-03-09,52,0,0,9,3,0.4038,0.4808,0.1154,101,49,0.4851,11,10,0.2115,28.21,4.9,513.28,0.549,0,23,23,30,0.5769,4,11,1,15135289.0,56100.0,59.0,0.3854,59.0,0.2436,35.0,0.3636,26.0,0.6061,56.67,4.04,44.0,17.36,38.43,15.68,18.24,-7.0,-0.1186
2026-03-10,81,1,0,10,3,0.5309,0.4568,0.0123,108,27,0.25,23,12,0.284,14.03,1.57,312.85,0.7625,3,22,19,5,0.0617,4,23,1,11134830.0,52643.0,52.0,0.4851,59.0,0.3854,59.0,0.2436,14.0,0.6111,64.0,15.13,53.57,16.51,41.29,19.39,22.71,29.0,0.5577
2026-03-11,16,2,0,11,3,0.625,0.25,0.125,31,15,0.4839,7,6,0.4375,49.65,2.57,432.67,0.6,5,18,13,0,0.0,1,7,1,19134594.0,48929.0,81.0,0.25,52.0,0.4851,59.0,0.3854,32.0,0.2889,49.67,32.56,51.29,20.6,39.57,20.54,10.1,-65.0,-0.8025
2026-03-12,55,3,0,12,3,0.6909,0.2909,0.0182,89,34,0.382,16,11,0.2909,18.77,3.3,241.27,0.6111,4,21,17,2,0.0364,3,16,1,9163348.0,27400.0,16.0,0.4839,81.0,0.25,52.0,0.4851,57.0,0.4124,50.67,32.72,51.0,20.52,39.86,20.74,10.81,39.0,2.4375
2026-03-13,63,4,0,13,3,0.6032,0.381,0.0159,104,41,0.3942,17,12,0.2698,20.04,2.23,319.57,0.6613,2,23,21,1,0.0159,4,17,1,11392333.0,39501.0,55.0,0.382,16.0,0.4839,81.0,0.25,35.0,0.3636,44.67,25.15,55.0,19.59,42.36,21.3,2.31,8.0,0.1455
2026-03-14,37,5,1,14,3,0.7568,0.2162,0.027,63,26,0.4127,14,7,0.3784,27.28,1.93,365.52,0.6667,3,20,17,8,0.2162,3,14,1,9464318.0,23204.0,63.0,0.3942,55.0,0.382,16.0,0.4839,59.0,0.2436,51.67,13.32,51.86,20.58,44.14,19.53,7.53,-26.0,-0.4127
2026-03-15,29,6,1,15,3,0.5517,0.4138,0.0345,51,22,0.4314,9,8,0.3103,44.58,4.29,380.7,0.5357,2,23,21,2,0.069,2,9,1,19464928.0,82748.0,37.0,0.4127,63.0,0.3942,55.0,0.382,59.0,0.3854,43.0,17.78,47.57,21.92,43.93,19.69,-0.93,-8.0,-0.2162
2026-03-16,23,0,0,16,3,0.6087,0.3478,0.0435,49,26,0.5306,8,9,0.3478,56.27,3.97,313.02,0.5455,2,23,21,4,0.1739,1,8,1,17059230.0,48938.0,29.0,0.4314,37.0,0.4127,63.0,0.3942,52.0,0.4851,29.67,7.02,43.43,23.62,43.71,19.92,-14.04,-6.0,-0.2069
2026-03-17,48,1,0,17,3,0.5417,0.375,0.0833,62,14,0.2258,14,10,0.2917,19.73,3.53,261.6,0.5745,2,17,15,1,0.0208,3,14,1,13299086.0,66010.0,23.0,0.5306,29.0,0.4314,37.0,0.4127,81.0,0.25,33.33,13.05,38.71,17.33,46.14,18.0,-12.81,25.0,1.087
2026-03-18,47,2,0,18,3,0.5106,0.4468,0.0426,95,48,0.5053,16,12,0.3404,21.18,3.05,227.73,0.6087,7,23,16,0,0.0,4,16,1,13059876.0,47192.0,48.0,0.2258,23.0,0.5306,29.0,0.4314,16.0,0.4839,39.33,14.15,43.14,14.24,47.21,17.53,-7.88,-1.0,-0.0208
2026-03-19,83,3,0,19,3,0.7108,0.1687,0.1205,178,95,0.5337,17,17,0.2048,16.57,3.24,196.03,0.6341,0,23,23,10,0.1205,4,17,1,6416282.0,15255.0,47.0,0.5053,48.0,0.2258,23.0,0.5306,55.0,0.382,59.33,20.5,47.14,20.63,49.07,19.87,10.26,36.0,0.766
2026-03-20,57,4,0,20,3,0.4561,0.4211,0.1228,104,47,0.4519,9,14,0.1579,23.12,5.08,283.4,0.5,0,21,21,11,0.193,5,9,1,12906951.0,61545.0,83.0,0.5337,47.0,0.5053,48.0,0.2258,63.0,0.3942,62.33,18.58,46.29,19.97,50.64,19.54,11.69,-26.0,-0.3133
2026-03-21,64,5,1,21,3,0.6875,0.2656,0.0469,112,48,0.4286,16,15,0.25,22.53,4.25,431.3,0.5079,0,23,23,3,0.0469,4,16,1,8905299.0,29294.0,57.0,0.4519,83.0,0.5337,47.0,0.5053,37.0,0.4127,68.0,13.45,50.14,20.48,51.0,19.74,17.0,7.0,0.1228
2026-03-22,32,6,1,22,3,0.6562,0.2812,0.0625,45,13,0.2889,10,7,0.3125,26.79,2.15,568.87,0.6774,1,15,14,22,0.6875,2,10,1,6896250.0,13455.0,64.0,0.4286,57.0,0.4519,83.0,0.5337,29.0,0.4314,51.0,16.82,50.57,19.99,49.07,20.22,1.93,-32.0,-0.5
